departamento_residencia,provincia_residencia,anio_min,evento,grupo_etario,sepi_min,cantidad
Misiones Capital,Misiones,2024,Dengue,Posneonato (29 hasta 365 días),5,2
Misiones Capital,Misiones,2024,Dengue,Posneonato (29 hasta 365 días),6,4
Misiones Capital,Misiones,2024,Dengue,Posneonato (29 hasta 365 días),7,2
Misiones Capital,Misiones,2024,Dengue,De 5 a 9 años,13,6
Misiones Capital,Misiones,2024,Dengue,De 5 a 9 años,22,2
Misiones Capital,Misiones,2024,Dengue,De 10 a 14 años,1,44
Misiones Capital,Misiones,2024,Dengue,De 15 a 19 años,3,35
Misiones Capital,Misiones,2024,Dengue,De 15 a 19 años,6,28
Misiones Capital,Misiones,2024,Dengue,De 15 a 19 años,7,24
Misiones Capital,Misiones,2024,Dengue,De 20 a 24 años,11,19
Misiones Capital,Misiones,2024,Dengue,De 25 a 34 años,13,38
Misiones Capital,Misiones,2024,Dengue,De 25 a 34 años,22,4
Misiones Capital,Misiones,2024,Dengue,De 25 a 34 años,7,85
Concepción,Misiones,2024,Dengue,De 45 a 65 años,6,4
Concepción,Misiones,2024,Dengue,Mayores de 65 años,17,2
Concepción,Misiones,2024,Dengue,Mayores de 65 años,19,1
Concepción,Misiones,2024,Dengue,Mayores de 65 años,3,1
Concepción,Misiones,2024,Dengue,De 5 a 9 años,13,1
Concepción,Misiones,2024,Dengue,De 10 a 14 años,14,10
Concepción,Misiones,2024,Dengue,De 15 a 19 años,7,7
Concepción,Misiones,2024,Dengue,De 25 a 34 años,4,4
Eldorado,Misiones,2024,Dengue,De 45 a 65 años,12,30
Eldorado,Misiones,2024,Dengue,De 45 a 65 años,14,34
Eldorado,Misiones,2024,Dengue,Mayores de 65 años,10,13
Eldorado,Misiones,2024,Dengue,Mayores de 65 años,11,16
Eldorado,Misiones,2024,Dengue,Mayores de 65 años,12,12
Eldorado,Misiones,2024,Dengue,De 2 a 4 años,6,7
Eldorado,Misiones,2024,Dengue,De 15 a 19 años,14,18
Eldorado,Misiones,2024,Dengue,De 20 a 24 años,14,8
Eldorado,Misiones,2024,Dengue,De 20 a 24 años,15,14
Eldorado,Misiones,2024,Dengue,De 20 a 24 años,9,23
Eldorado,Misiones,2024,Dengue,De 25 a 34 años,9,60
General Manuel Belgrano,Misiones,2024,Dengue,De 35 a 44 años,19,1
General Manuel Belgrano,Misiones,2024,Dengue,De 45 a 65 años,18,1
General Manuel Belgrano,Misiones,2024,Dengue,De 45 a 65 años,9,2
General Manuel Belgrano,Misiones,2024,Dengue,Mayores de 65 años,10,1
General Manuel Belgrano,Misiones,2024,Dengue,Mayores de 65 años,11,1
General Manuel Belgrano,Misiones,2024,Dengue,De 15 a 19 años,9,1
Guaraní,Misiones,2024,Dengue,De 35 a 44 años,1,1
Guaraní,Misiones,2024,Dengue,De 35 a 44 años,12,7
Guaraní,Misiones,2024,Dengue,De 45 a 65 años,12,5
Guaraní,Misiones,2024,Dengue,Mayores de 65 años,10,2
Guaraní,Misiones,2024,Dengue,De 2 a 4 años,16,9
Concepción,Misiones,2024,Dengue,De 45 a 65 años,7,9
Concepción,Misiones,2024,Dengue,Mayores de 65 años,16,2
Concepción,Misiones,2024,Dengue,De 2 a 4 años,10,1
Concepción,Misiones,2024,Dengue,De 2 a 4 años,12,1
Concepción,Misiones,2024,Dengue,De 10 a 14 años,15,3
Concepción,Misiones,2024,Dengue,De 10 a 14 años,9,5
Concepción,Misiones,2024,Dengue,De 15 a 19 años,6,3
Concepción,Misiones,2024,Dengue,De 20 a 24 años,11,4
Concepción,Misiones,2024,Dengue,De 20 a 24 años,8,5
Concepción,Misiones,2024,Dengue,De 25 a 34 años,7,4
Eldorado,Misiones,2024,Dengue,De 45 a 65 años,1,5
Eldorado,Misiones,2024,Dengue,De 45 a 65 años,18,1
Eldorado,Misiones,2024,Dengue,Posneonato (29 hasta 365 días),11,7
Eldorado,Misiones,2024,Dengue,Posneonato (29 hasta 365 días),9,4
Eldorado,Misiones,2024,Dengue,De 13 a 24 meses,14,2
Eldorado,Misiones,2024,Dengue,De 13 a 24 meses,15,2
Eldorado,Misiones,2024,Dengue,De 2 a 4 años,5,3
Eldorado,Misiones,2024,Dengue,De 5 a 9 años,12,25
Eldorado,Misiones,2024,Dengue,De 10 a 14 años,16,5
Eldorado,Misiones,2024,Dengue,De 15 a 19 años,12,5
Eldorado,Misiones,2024,Dengue,De 20 a 24 años,19,1
Eldorado,Misiones,2024,Dengue,De 20 a 24 años,2,5
Eldorado,Misiones,2024,Dengue,De 20 a 24 años,3,6
Eldorado,Misiones,2024,Dengue,De 25 a 34 años,14,25
Eldorado,Misiones,2024,Dengue,De 25 a 34 años,15,22
General Manuel Belgrano,Misiones,2024,Dengue,De 35 a 44 años,15,1
General Manuel Belgrano,Misiones,2024,Dengue,Posneonato (29 hasta 365 días),14,1
General Manuel Belgrano,Misiones,2024,Dengue,De 15 a 19 años,15,2
General Manuel Belgrano,Misiones,2024,Dengue,De 25 a 34 años,20,2
Guaraní,Misiones,2024,Dengue,De 35 a 44 años,14,7
Guaraní,Misiones,2024,Dengue,De 35 a 44 años,18,1
Guaraní,Misiones,2024,Dengue,De 45 a 65 años,11,7
Guaraní,Misiones,2024,Dengue,Mayores de 65 años,11,5
Guaraní,Misiones,2024,Dengue,Mayores de 65 años,8,1
Guaraní,Misiones,2024,Dengue,De 13 a 24 meses,14,1
Guaraní,Misiones,2024,Dengue,De 2 a 4 años,3,1
Guaraní,Misiones,2024,Dengue,De 10 a 14 años,7,1
Guaraní,Misiones,2024,Dengue,De 15 a 19 años,12,6
Guaraní,Misiones,2024,Dengue,De 20 a 24 años,17,4
Guaraní,Misiones,2024,Dengue,De 20 a 24 años,6,2
Guaraní,Misiones,2024,Dengue,De 25 a 34 años,14,6
Iguazú,Misiones,2024,Dengue,De 35 a 44 años,17,10
Iguazú,Misiones,2024,Dengue,De 35 a 44 años,21,1
Iguazú,Misiones,2024,Dengue,De 45 a 65 años,2,8
Iguazú,Misiones,2024,Dengue,De 45 a 65 años,21,2
Iguazú,Misiones,2024,Dengue,De 45 a 65 años,5,43
Iguazú,Misiones,2024,Dengue,Mayores de 65 años,1,1
Iguazú,Misiones,2024,Dengue,Mayores de 65 años,12,13
Iguazú,Misiones,2024,Dengue,Mayores de 65 años,15,5
Iguazú,Misiones,2024,Dengue,Posneonato (29 hasta 365 días),19,1
Iguazú,Misiones,2024,Dengue,De 2 a 4 años,1,1
Iguazú,Misiones,2024,Dengue,De 2 a 4 años,11,3
Iguazú,Misiones,2024,Dengue,De 5 a 9 años,17,7
Iguazú,Misiones,2024,Dengue,De 5 a 9 años,19,7
Iguazú,Misiones,2024,Dengue,De 5 a 9 años,2,4
El Carmen,Jujuy,2024,Dengue,De 15 a 19 años,19,31
El Carmen,Jujuy,2024,Dengue,De 15 a 19 años,21,3
El Carmen,Jujuy,2024,Dengue,De 20 a 24 años,13,71
El Carmen,Jujuy,2024,Dengue,De 25 a 34 años,15,244
El Carmen,Jujuy,2024,Dengue,De 25 a 34 años,16,154
El Carmen,Jujuy,2024,Dengue,De 25 a 34 años,17,125
El Carmen,Jujuy,2024,Dengue,De 25 a 34 años,21,3
El Carmen,Jujuy,2024,Dengue,De 25 a 34 años,5,2
Dr. Manuel Belgrano,Jujuy,2024,Dengue,Neonato (hasta 28 días),16,1
Dr. Manuel Belgrano,Jujuy,2024,Dengue,De 35 a 44 años,12,126
Dr. Manuel Belgrano,Jujuy,2024,Dengue,De 35 a 44 años,14,152
Dr. Manuel Belgrano,Jujuy,2024,Dengue,De 45 a 65 años,14,206
Dr. Manuel Belgrano,Jujuy,2024,Dengue,De 45 a 65 años,18,61
Dr. Manuel Belgrano,Jujuy,2024,Dengue,De 45 a 65 años,19,47
Dr. Manuel Belgrano,Jujuy,2024,Dengue,De 45 a 65 años,20,13
Dr. Manuel Belgrano,Jujuy,2024,Dengue,Mayores de 65 años,12,49
Dr. Manuel Belgrano,Jujuy,2024,Dengue,Mayores de 65 años,14,53
Dr. Manuel Belgrano,Jujuy,2024,Dengue,Posneonato (29 hasta 365 días),18,1
Dr. Manuel Belgrano,Jujuy,2024,Dengue,De 13 a 24 meses,15,4
Dr. Manuel Belgrano,Jujuy,2024,Dengue,De 13 a 24 meses,17,1
Dr. Manuel Belgrano,Jujuy,2024,Dengue,De 13 a 24 meses,3,1
Dr. Manuel Belgrano,Jujuy,2024,Dengue,De 5 a 9 años,12,21
Dr. Manuel Belgrano,Jujuy,2024,Dengue,De 5 a 9 años,14,43
Dr. Manuel Belgrano,Jujuy,2024,Dengue,De 5 a 9 años,18,37
Dr. Manuel Belgrano,Jujuy,2024,Dengue,De 10 a 14 años,8,4
Dr. Manuel Belgrano,Jujuy,2024,Dengue,De 15 a 19 años,14,99
Dr. Manuel Belgrano,Jujuy,2024,Dengue,De 20 a 24 años,6,1
Dr. Manuel Belgrano,Jujuy,2024,Dengue,De 20 a 24 años,7,1
Dr. Manuel Belgrano,Jujuy,2024,Dengue,De 25 a 34 años,6,1
Humahuaca,Jujuy,2024,Dengue,De 20 a 24 años,15,1
Ledesma,Jujuy,2024,Dengue,De 35 a 44 años,14,17
Ledesma,Jujuy,2024,Dengue,De 35 a 44 años,15,16
Ledesma,Jujuy,2024,Dengue,De 35 a 44 años,9,6
Ledesma,Jujuy,2024,Dengue,De 45 a 65 años,18,9
Ledesma,Jujuy,2024,Dengue,Mayores de 65 años,12,2
Ledesma,Jujuy,2024,Dengue,Mayores de 65 años,14,4
Ledesma,Jujuy,2024,Dengue,Posneonato (29 hasta 365 días),14,2
Ledesma,Jujuy,2024,Dengue,De 13 a 24 meses,20,1
Ledesma,Jujuy,2024,Dengue,De 10 a 14 años,8,5
Ledesma,Jujuy,2024,Dengue,De 15 a 19 años,12,6
Ledesma,Jujuy,2024,Dengue,De 15 a 19 años,14,13
Ledesma,Jujuy,2024,Dengue,De 15 a 19 años,18,3
Ledesma,Jujuy,2024,Dengue,De 15 a 19 años,19,2
Ledesma,Jujuy,2024,Dengue,De 15 a 19 años,20,3
Ledesma,Jujuy,2024,Dengue,De 20 a 24 años,13,5
Ledesma,Jujuy,2024,Dengue,De 25 a 34 años,9,3
Palpalá,Jujuy,2024,Dengue,De 45 a 65 años,12,14
Palpalá,Jujuy,2024,Dengue,De 2 a 4 años,16,2
Palpalá,Jujuy,2024,Dengue,De 5 a 9 años,11,1
Palpalá,Jujuy,2024,Dengue,De 10 a 14 años,17,2
Palpalá,Jujuy,2024,Dengue,De 15 a 19 años,12,10
Palpalá,Jujuy,2024,Dengue,De 20 a 24 años,14,11
Palpalá,Jujuy,2024,Dengue,De 20 a 24 años,16,3
Palpalá,Jujuy,2024,Dengue,De 25 a 34 años,11,6
San Antonio,Jujuy,2024,Dengue,De 45 a 65 años,18,1
Santa Bárbara,Jujuy,2024,Dengue,De 45 a 65 años,19,3
Santa Bárbara,Jujuy,2024,Dengue,De 45 a 65 años,20,1
Santa Bárbara,Jujuy,2024,Dengue,De 45 a 65 años,9,1
Santa Bárbara,Jujuy,2024,Dengue,Mayores de 65 años,12,1
Santa Bárbara,Jujuy,2024,Dengue,Mayores de 65 años,18,2
Santa Bárbara,Jujuy,2024,Dengue,De 2 a 4 años,14,1
Santa Bárbara,Jujuy,2024,Dengue,De 5 a 9 años,12,1
Santa Bárbara,Jujuy,2024,Dengue,De 10 a 14 años,22,1
Santa Bárbara,Jujuy,2024,Dengue,De 15 a 19 años,15,1
Santa Bárbara,Jujuy,2024,Dengue,De 25 a 34 años,19,3
Tilcara,Jujuy,2024,Dengue,De 25 a 34 años,13,1
Atreucó,La Pampa,2024,Dengue,De 20 a 24 años,13,1
La Pampa Capital,La Pampa,2024,Dengue,De 35 a 44 años,14,9
La Pampa Capital,La Pampa,2024,Dengue,De 20 a 24 años,18,2
La Pampa Capital,La Pampa,2024,Dengue,De 25 a 34 años,11,4
Conhelo,La Pampa,2024,Dengue,De 25 a 34 años,14,2
Chapaleufú,La Pampa,2024,Dengue,De 35 a 44 años,14,2
Chapaleufú,La Pampa,2024,Dengue,De 35 a 44 años,9,1
Chapaleufú,La Pampa,2024,Dengue,De 45 a 65 años,11,1
Guatraché,La Pampa,2024,Dengue,De 25 a 34 años,14,1
Hucal,La Pampa,2024,Dengue,De 45 a 65 años,14,1
Loventué,La Pampa,2024,Dengue,De 15 a 19 años,12,1
Maracó,La Pampa,2024,Dengue,De 45 a 65 años,11,4
Maracó,La Pampa,2024,Dengue,De 45 a 65 años,8,2
Maracó,La Pampa,2024,Dengue,Mayores de 65 años,13,4
Maracó,La Pampa,2024,Dengue,De 10 a 14 años,16,2
Maracó,La Pampa,2024,Dengue,De 20 a 24 años,16,3
Maracó,La Pampa,2024,Dengue,De 20 a 24 años,3,1
Maracó,La Pampa,2024,Dengue,De 25 a 34 años,11,5
Maracó,La Pampa,2024,Dengue,De 25 a 34 años,12,8
Rancul,La Pampa,2024,Dengue,De 25 a 34 años,14,1
Realicó,La Pampa,2024,Dengue,De 10 a 14 años,12,1
Toay,La Pampa,2024,Dengue,De 45 a 65 años,13,3
Utracán,La Pampa,2024,Dengue,Mayores de 65 años,14,1
Utracán,La Pampa,2024,Dengue,De 20 a 24 años,8,1
Utracán,La Pampa,2024,Dengue,De 25 a 34 años,17,1
Arauco,La Rioja,2024,Dengue,De 45 a 65 años,18,1
Arauco,La Rioja,2024,Dengue,Mayores de 65 años,12,2
Arauco,La Rioja,2024,Dengue,De 5 a 9 años,14,3
Arauco,La Rioja,2024,Dengue,De 25 a 34 años,14,5
Arauco,La Rioja,2024,Dengue,De 25 a 34 años,15,2
Arauco,La Rioja,2024,Dengue,De 25 a 34 años,19,1
Arauco,La Rioja,2024,Dengue,De 25 a 34 años,9,1
La Rioja Capital,La Rioja,2024,Dengue,De 35 a 44 años,7,5
La Rioja Capital,La Rioja,2024,Dengue,De 45 a 65 años,10,50
La Rioja Capital,La Rioja,2024,Dengue,De 45 a 65 años,4,2
La Rioja Capital,La Rioja,2024,Dengue,Mayores de 65 años,13,93
La Rioja Capital,La Rioja,2024,Dengue,De 13 a 24 meses,11,1
La Rioja Capital,La Rioja,2024,Dengue,De 2 a 4 años,4,1
La Rioja Capital,La Rioja,2024,Dengue,De 10 a 14 años,17,140
La Rioja Capital,La Rioja,2024,Dengue,De 10 a 14 años,2,2
La Rioja Capital,La Rioja,2024,Dengue,De 10 a 14 años,22,6
La Rioja Capital,La Rioja,2024,Dengue,De 10 a 14 años,6,1
La Rioja Capital,La Rioja,2024,Dengue,De 10 a 14 años,7,2
La Rioja Capital,La Rioja,2024,Dengue,De 15 a 19 años,11,45
La Rioja Capital,La Rioja,2024,Dengue,De 15 a 19 años,8,7
Libertador Grl. San Martín,Misiones,2024,Dengue,De 25 a 34 años,4,2
Montecarlo,Misiones,2024,Dengue,De 35 a 44 años,10,11
Montecarlo,Misiones,2024,Dengue,De 35 a 44 años,11,5
Montecarlo,Misiones,2024,Dengue,De 45 a 65 años,17,2
Montecarlo,Misiones,2024,Dengue,De 45 a 65 años,19,2
Montecarlo,Misiones,2024,Dengue,De 45 a 65 años,3,17
Montecarlo,Misiones,2024,Dengue,Mayores de 65 años,9,8
Montecarlo,Misiones,2024,Dengue,De 5 a 9 años,16,1
Montecarlo,Misiones,2024,Dengue,De 5 a 9 años,19,4
Montecarlo,Misiones,2024,Dengue,De 5 a 9 años,2,4
Montecarlo,Misiones,2024,Dengue,De 5 a 9 años,9,2
Montecarlo,Misiones,2024,Dengue,De 15 a 19 años,16,1
Montecarlo,Misiones,2024,Dengue,De 15 a 19 años,7,5
Montecarlo,Misiones,2024,Dengue,De 20 a 24 años,10,4
Montecarlo,Misiones,2024,Dengue,De 20 a 24 años,4,1
Montecarlo,Misiones,2024,Dengue,De 25 a 34 años,6,7
Montecarlo,Misiones,2024,Dengue,De 25 a 34 años,7,22
Oberá,Misiones,2024,Dengue,De 35 a 44 años,18,40
Oberá,Misiones,2024,Dengue,De 45 a 65 años,16,86
Oberá,Misiones,2024,Dengue,De 45 a 65 años,2,15
Oberá,Misiones,2024,Dengue,Mayores de 65 años,15,13
Oberá,Misiones,2024,Dengue,Mayores de 65 años,19,5
Oberá,Misiones,2024,Dengue,Mayores de 65 años,2,2
Oberá,Misiones,2024,Dengue,De 2 a 4 años,3,2
Oberá,Misiones,2024,Dengue,De 5 a 9 años,13,1
Oberá,Misiones,2024,Dengue,De 5 a 9 años,6,1
Oberá,Misiones,2024,Dengue,De 15 a 19 años,16,43
Oberá,Misiones,2024,Dengue,De 15 a 19 años,3,5
Oberá,Misiones,2024,Dengue,De 15 a 19 años,7,10
Oberá,Misiones,2024,Dengue,De 20 a 24 años,10,9
Oberá,Misiones,2024,Dengue,De 25 a 34 años,13,29
Oberá,Misiones,2024,Dengue,De 25 a 34 años,7,21
San Ignacio,Misiones,2024,Dengue,De 35 a 44 años,13,2
San Ignacio,Misiones,2024,Dengue,De 45 a 65 años,17,2
San Ignacio,Misiones,2024,Dengue,De 45 a 65 años,19,1
San Ignacio,Misiones,2024,Dengue,Mayores de 65 años,9,3
San Ignacio,Misiones,2024,Dengue,Posneonato (29 hasta 365 días),9,1
San Ignacio,Misiones,2024,Dengue,De 5 a 9 años,16,4
San Ignacio,Misiones,2024,Dengue,De 10 a 14 años,8,9
San Ignacio,Misiones,2024,Dengue,De 20 a 24 años,7,11
San Ignacio,Misiones,2024,Dengue,De 25 a 34 años,16,8
San Ignacio,Misiones,2024,Dengue,De 25 a 34 años,2,1
San Ignacio,Misiones,2024,Dengue,De 25 a 34 años,20,1
San Ignacio,Misiones,2024,Dengue,De 25 a 34 años,9,3
San Javier,Misiones,2024,Dengue,Posneonato (29 hasta 365 días),18,1
San Javier,Misiones,2024,Dengue,De 5 a 9 años,18,1
San Javier,Misiones,2024,Dengue,De 5 a 9 años,9,3
San Pedro,Misiones,2024,Dengue,De 35 a 44 años,16,1
San Pedro,Misiones,2024,Dengue,De 35 a 44 años,17,1
San Pedro,Misiones,2024,Dengue,De 45 a 65 años,1,1
San Pedro,Misiones,2024,Dengue,De 45 a 65 años,14,1
San Pedro,Misiones,2024,Dengue,De 45 a 65 años,9,4
San Pedro,Misiones,2024,Dengue,Mayores de 65 años,11,2
San Pedro,Misiones,2024,Dengue,De 5 a 9 años,12,2
San Pedro,Misiones,2024,Dengue,De 15 a 19 años,12,1
Candelaria,Misiones,2024,Dengue,De 25 a 34 años,1,2
Misiones Capital,Misiones,2024,Dengue,De 35 a 44 años,8,50
Misiones Capital,Misiones,2024,Dengue,Mayores de 65 años,10,24
Misiones Capital,Misiones,2024,Dengue,De 5 a 9 años,1,22
Misiones Capital,Misiones,2024,Dengue,De 10 a 14 años,22,2
Misiones Capital,Misiones,2024,Dengue,De 15 a 19 años,12,19
Misiones Capital,Misiones,2024,Dengue,De 20 a 24 años,17,15
Misiones Capital,Misiones,2024,Dengue,De 20 a 24 años,21,1
Misiones Capital,Misiones,2024,Dengue,De 20 a 24 años,22,3
Misiones Capital,Misiones,2024,Dengue,De 25 a 34 años,12,62
Misiones Capital,Misiones,2024,Dengue,De 25 a 34 años,18,24
Concepción,Misiones,2024,Dengue,De 35 a 44 años,12,5
Concepción,Misiones,2024,Dengue,De 35 a 44 años,14,8
Concepción,Misiones,2024,Dengue,De 35 a 44 años,18,5
Concepción,Misiones,2024,Dengue,De 45 a 65 años,11,3
Concepción,Misiones,2024,Dengue,Mayores de 65 años,4,1
Concepción,Misiones,2024,Dengue,De 5 a 9 años,14,5
Concepción,Misiones,2024,Dengue,De 5 a 9 años,18,1
Concepción,Misiones,2024,Dengue,De 10 a 14 años,7,4
Concepción,Misiones,2024,Dengue,De 20 a 24 años,6,2
Concepción,Misiones,2024,Dengue,De 25 a 34 años,14,16
Concepción,Misiones,2024,Dengue,De 25 a 34 años,15,4
Concepción,Misiones,2024,Dengue,De 25 a 34 años,18,4
Concepción,Misiones,2024,Dengue,De 25 a 34 años,9,16
Eldorado,Misiones,2024,Dengue,De 35 a 44 años,17,4
Eldorado,Misiones,2024,Dengue,De 35 a 44 años,5,17
Eldorado,Misiones,2024,Dengue,De 35 a 44 años,6,30
Eldorado,Misiones,2024,Dengue,Mayores de 65 años,3,6
Eldorado,Misiones,2024,Dengue,Mayores de 65 años,6,14
Eldorado,Misiones,2024,Dengue,Mayores de 65 años,7,10
Eldorado,Misiones,2024,Dengue,De 2 a 4 años,11,11
Eldorado,Misiones,2024,Dengue,De 2 a 4 años,12,7
Eldorado,Misiones,2024,Dengue,De 2 a 4 años,18,1
Eldorado,Misiones,2024,Dengue,De 10 a 14 años,10,17
Eldorado,Misiones,2024,Dengue,De 10 a 14 años,11,21
Eldorado,Misiones,2024,Dengue,De 15 a 19 años,6,19
Eldorado,Misiones,2024,Dengue,De 20 a 24 años,8,30
General Manuel Belgrano,Misiones,2024,Dengue,De 5 a 9 años,7,1
General Manuel Belgrano,Misiones,2024,Dengue,De 25 a 34 años,4,1
Guaraní,Misiones,2024,Dengue,De 45 a 65 años,5,7
Guaraní,Misiones,2024,Dengue,Mayores de 65 años,5,1
Guaraní,Misiones,2024,Dengue,Posneonato (29 hasta 365 días),13,2
Guaraní,Misiones,2024,Dengue,De 13 a 24 meses,13,2
Guaraní,Misiones,2024,Dengue,De 2 a 4 años,12,1
Guaraní,Misiones,2024,Dengue,De 10 a 14 años,12,1
Guaraní,Misiones,2024,Dengue,De 20 a 24 años,11,1
Guaraní,Misiones,2024,Dengue,De 20 a 24 años,12,3
Guaraní,Misiones,2024,Dengue,De 25 a 34 años,13,8
Iguazú,Misiones,2024,Dengue,De 35 a 44 años,10,14
Iguazú,Misiones,2024,Dengue,De 45 a 65 años,12,50
Iguazú,Misiones,2024,Dengue,Mayores de 65 años,7,7
Iguazú,Misiones,2024,Dengue,Posneonato (29 hasta 365 días),10,1
Iguazú,Misiones,2024,Dengue,De 13 a 24 meses,12,1
Iguazú,Misiones,2024,Dengue,De 2 a 4 años,16,3
Iguazú,Misiones,2024,Dengue,De 2 a 4 años,2,2
Libertador Grl. San Martín,Misiones,2024,Dengue,De 5 a 9 años,7,2
Libertador Grl. San Martín,Misiones,2024,Dengue,De 10 a 14 años,10,5
Libertador Grl. San Martín,Misiones,2024,Dengue,De 10 a 14 años,12,3
Libertador Grl. San Martín,Misiones,2024,Dengue,De 10 a 14 años,9,6
Libertador Grl. San Martín,Misiones,2024,Dengue,De 15 a 19 años,13,2
Libertador Grl. San Martín,Misiones,2024,Dengue,De 20 a 24 años,11,3
Libertador Grl. San Martín,Misiones,2024,Dengue,De 20 a 24 años,4,1
Montecarlo,Misiones,2024,Dengue,De 35 a 44 años,1,3
Montecarlo,Misiones,2024,Dengue,De 35 a 44 años,12,2
Montecarlo,Misiones,2024,Dengue,De 35 a 44 años,8,21
Montecarlo,Misiones,2024,Dengue,De 45 a 65 años,2,8
Montecarlo,Misiones,2024,Dengue,De 45 a 65 años,6,13
Montecarlo,Misiones,2024,Dengue,Mayores de 65 años,3,4
Montecarlo,Misiones,2024,Dengue,De 5 a 9 años,3,2
Montecarlo,Misiones,2024,Dengue,De 10 a 14 años,1,1
Montecarlo,Misiones,2024,Dengue,De 10 a 14 años,12,1
Montecarlo,Misiones,2024,Dengue,De 15 a 19 años,5,2
Montecarlo,Misiones,2024,Dengue,De 20 a 24 años,11,2
Montecarlo,Misiones,2024,Dengue,De 20 a 24 años,8,8
Oberá,Misiones,2024,Dengue,De 35 a 44 años,11,6
Oberá,Misiones,2024,Dengue,De 35 a 44 años,14,1
Oberá,Misiones,2024,Dengue,De 45 a 65 años,3,20
Oberá,Misiones,2024,Dengue,De 45 a 65 años,6,29
Oberá,Misiones,2024,Dengue,Mayores de 65 años,16,53
Oberá,Misiones,2024,Dengue,Mayores de 65 años,17,14
Oberá,Misiones,2024,Dengue,Mayores de 65 años,3,5
Oberá,Misiones,2024,Dengue,Mayores de 65 años,5,12
Oberá,Misiones,2024,Dengue,De 13 a 24 meses,16,1
Oberá,Misiones,2024,Dengue,De 2 a 4 años,16,7
Oberá,Misiones,2024,Dengue,De 10 a 14 años,12,1
Oberá,Misiones,2024,Dengue,De 10 a 14 años,18,7
Oberá,Misiones,2024,Dengue,De 15 a 19 años,17,27
Oberá,Misiones,2024,Dengue,De 15 a 19 años,5,20
Oberá,Misiones,2024,Dengue,De 15 a 19 años,6,12
Oberá,Misiones,2024,Dengue,De 20 a 24 años,11,3
Oberá,Misiones,2024,Dengue,De 20 a 24 años,8,32
San Ignacio,Misiones,2024,Dengue,De 45 a 65 años,5,4
San Ignacio,Misiones,2024,Dengue,De 45 a 65 años,6,8
San Ignacio,Misiones,2024,Dengue,Posneonato (29 hasta 365 días),18,1
San Ignacio,Misiones,2024,Dengue,De 13 a 24 meses,16,1
San Ignacio,Misiones,2024,Dengue,De 5 a 9 años,20,1
San Ignacio,Misiones,2024,Dengue,De 5 a 9 años,9,4
San Ignacio,Misiones,2024,Dengue,De 10 a 14 años,10,7
San Ignacio,Misiones,2024,Dengue,De 15 a 19 años,16,3
San Ignacio,Misiones,2024,Dengue,De 15 a 19 años,2,1
San Ignacio,Misiones,2024,Dengue,De 25 a 34 años,15,7
San Ignacio,Misiones,2024,Dengue,De 25 a 34 años,19,2
San Ignacio,Misiones,2024,Dengue,De 25 a 34 años,3,2
San Javier,Misiones,2024,Dengue,De 25 a 34 años,15,1
San Javier,Misiones,2024,Dengue,De 25 a 34 años,18,2
San Pedro,Misiones,2024,Dengue,De 35 a 44 años,5,1
San Pedro,Misiones,2024,Dengue,De 45 a 65 años,12,7
San Pedro,Misiones,2024,Dengue,Mayores de 65 años,13,1
San Pedro,Misiones,2024,Dengue,Posneonato (29 hasta 365 días),11,1
Guaraní,Misiones,2024,Dengue,De 5 a 9 años,1,1
Guaraní,Misiones,2024,Dengue,De 5 a 9 años,12,2
Guaraní,Misiones,2024,Dengue,De 5 a 9 años,14,4
Guaraní,Misiones,2024,Dengue,De 5 a 9 años,15,2
Guaraní,Misiones,2024,Dengue,De 15 a 19 años,1,1
Guaraní,Misiones,2024,Dengue,De 20 a 24 años,16,4
Guaraní,Misiones,2024,Dengue,De 25 a 34 años,15,13
Guaraní,Misiones,2024,Dengue,De 25 a 34 años,9,4
Iguazú,Misiones,2024,Dengue,De 45 a 65 años,20,2
Iguazú,Misiones,2024,Dengue,De 45 a 65 años,3,8
Iguazú,Misiones,2024,Dengue,De 45 a 65 años,6,45
Iguazú,Misiones,2024,Dengue,De 45 a 65 años,7,26
Iguazú,Misiones,2024,Dengue,Mayores de 65 años,18,2
Iguazú,Misiones,2024,Dengue,Mayores de 65 años,9,13
Iguazú,Misiones,2024,Dengue,Posneonato (29 hasta 365 días),15,2
Iguazú,Misiones,2024,Dengue,Posneonato (29 hasta 365 días),16,2
Iguazú,Misiones,2024,Dengue,Posneonato (29 hasta 365 días),9,2
Iguazú,Misiones,2024,Dengue,De 2 a 4 años,10,3
Iguazú,Misiones,2024,Dengue,De 5 a 9 años,16,5
Iguazú,Misiones,2024,Dengue,De 5 a 9 años,20,1
Iguazú,Misiones,2024,Dengue,De 10 a 14 años,4,11
Iguazú,Misiones,2024,Dengue,De 15 a 19 años,14,10
Iguazú,Misiones,2024,Dengue,De 15 a 19 años,15,14
Iguazú,Misiones,2024,Dengue,De 25 a 34 años,16,16
Iguazú,Misiones,2024,Dengue,De 25 a 34 años,3,7
Leandro N. Alem,Misiones,2024,Dengue,Mayores de 65 años,5,1
Leandro N. Alem,Misiones,2024,Dengue,De 2 a 4 años,14,1
Leandro N. Alem,Misiones,2024,Dengue,De 20 a 24 años,11,1
Libertador Grl. San Martín,Misiones,2024,Dengue,De 35 a 44 años,14,2
Libertador Grl. San Martín,Misiones,2024,Dengue,Mayores de 65 años,15,1
