departamento_residencia,provincia_residencia,anio_min,evento,grupo_etario,sepi_min,cantidad
Coronel Suárez,Buenos Aires,2024,Dengue,De 45 a 65 años,8,1
General La Madrid,Buenos Aires,2024,Dengue,De 25 a 34 años,10,1
General Las Heras,Buenos Aires,2024,Dengue,De 35 a 44 años,9,1
General Las Heras,Buenos Aires,2024,Dengue,De 45 a 65 años,12,2
General Las Heras,Buenos Aires,2024,Dengue,De 45 a 65 años,18,1
General Lavalle,Buenos Aires,2024,Dengue,De 45 a 65 años,11,2
General Paz,Buenos Aires,2024,Dengue,De 45 a 65 años,16,1
General Pueyrredón,Buenos Aires,2024,Dengue,De 35 a 44 años,13,1
General Pueyrredón,Buenos Aires,2024,Dengue,De 15 a 19 años,11,1
General Pueyrredón,Buenos Aires,2024,Dengue,De 20 a 24 años,12,1
General Pueyrredón,Buenos Aires,2024,Dengue,De 25 a 34 años,4,1
General Rodríguez,Buenos Aires,2024,Dengue,De 5 a 9 años,8,1
General Rodríguez,Buenos Aires,2024,Dengue,De 10 a 14 años,2,1
General Rodríguez,Buenos Aires,2024,Dengue,De 10 a 14 años,7,1
General Rodríguez,Buenos Aires,2024,Dengue,De 15 a 19 años,10,8
General Rodríguez,Buenos Aires,2024,Dengue,De 20 a 24 años,16,5
General Rodríguez,Buenos Aires,2024,Dengue,De 25 a 34 años,18,7
General San Martín,Buenos Aires,2024,Dengue,De 35 a 44 años,11,84
General San Martín,Buenos Aires,2024,Dengue,De 45 a 65 años,1,2
General San Martín,Buenos Aires,2024,Dengue,De 45 a 65 años,18,8
General San Martín,Buenos Aires,2024,Dengue,Mayores de 65 años,12,50
General San Martín,Buenos Aires,2024,Dengue,Posneonato (29 hasta 365 días),12,1
General San Martín,Buenos Aires,2024,Dengue,De 13 a 24 meses,14,1
General San Martín,Buenos Aires,2024,Dengue,De 5 a 9 años,12,31
General San Martín,Buenos Aires,2024,Dengue,De 5 a 9 años,14,17
General San Martín,Buenos Aires,2024,Dengue,De 10 a 14 años,17,10
General San Martín,Buenos Aires,2024,Dengue,De 20 a 24 años,16,19
General San Martín,Buenos Aires,2024,Dengue,De 20 a 24 años,17,9
General San Martín,Buenos Aires,2024,Dengue,De 20 a 24 años,2,3
General San Martín,Buenos Aires,2024,Dengue,De 20 a 24 años,20,1
General San Martín,Buenos Aires,2024,Dengue,De 20 a 24 años,5,8
General San Martín,Buenos Aires,2024,Dengue,De 25 a 34 años,14,122
General San Martín,Buenos Aires,2024,Dengue,De 25 a 34 años,15,64
General San Martín,Buenos Aires,2024,Dengue,De 25 a 34 años,16,28
General San Martín,Buenos Aires,2024,Dengue,De 25 a 34 años,19,2
General Villegas,Buenos Aires,2024,Dengue,De 35 a 44 años,15,1
Hurlingham,Buenos Aires,2024,Dengue,De 35 a 44 años,4,1
Hurlingham,Buenos Aires,2024,Dengue,De 45 a 65 años,10,34
Hurlingham,Buenos Aires,2024,Dengue,De 13 a 24 meses,8,1
Hurlingham,Buenos Aires,2024,Dengue,De 5 a 9 años,8,9
Hurlingham,Buenos Aires,2024,Dengue,De 10 a 14 años,17,2
Hurlingham,Buenos Aires,2024,Dengue,De 10 a 14 años,19,2
Hurlingham,Buenos Aires,2024,Dengue,De 15 a 19 años,10,7
Hurlingham,Buenos Aires,2024,Dengue,De 15 a 19 años,11,13
Hurlingham,Buenos Aires,2024,Dengue,De 20 a 24 años,9,6
Hurlingham,Buenos Aires,2024,Dengue,De 25 a 34 años,11,47
Ituzaingó,Buenos Aires,2024,Dengue,De 45 a 65 años,25,1
Ituzaingó,Buenos Aires,2024,Dengue,Mayores de 65 años,16,8
Ituzaingó,Buenos Aires,2024,Dengue,De 2 a 4 años,17,1
Ituzaingó,Buenos Aires,2024,Dengue,De 5 a 9 años,4,1
Ituzaingó,Buenos Aires,2024,Dengue,De 10 a 14 años,14,10
Florentino Ameghino,Buenos Aires,2024,Dengue,De 25 a 34 años,18,1
General Arenales,Buenos Aires,2024,Dengue,De 35 a 44 años,10,2
General Arenales,Buenos Aires,2024,Dengue,De 25 a 34 años,11,1
General Juan Madariaga,Buenos Aires,2024,Dengue,De 45 a 65 años,13,1
General Las Heras,Buenos Aires,2024,Dengue,Mayores de 65 años,17,1
General Lavalle,Buenos Aires,2024,Dengue,De 45 a 65 años,16,1
General Lavalle,Buenos Aires,2024,Dengue,Mayores de 65 años,14,1
General Paz,Buenos Aires,2024,Dengue,De 45 a 65 años,4,1
General Paz,Buenos Aires,2024,Dengue,De 45 a 65 años,8,1
General Pueyrredón,Buenos Aires,2024,Dengue,De 45 a 65 años,17,1
General Pueyrredón,Buenos Aires,2024,Dengue,De 45 a 65 años,3,1
General Pueyrredón,Buenos Aires,2024,Dengue,Mayores de 65 años,12,1
General Pueyrredón,Buenos Aires,2024,Dengue,De 15 a 19 años,3,1
General Pueyrredón,Buenos Aires,2024,Dengue,De 20 a 24 años,13,1
General Rodríguez,Buenos Aires,2024,Dengue,De 35 a 44 años,20,1
General Rodríguez,Buenos Aires,2024,Dengue,De 45 a 65 años,2,1
General Rodríguez,Buenos Aires,2024,Dengue,Mayores de 65 años,14,2
General Rodríguez,Buenos Aires,2024,Dengue,Mayores de 65 años,15,3
General Rodríguez,Buenos Aires,2024,Dengue,Mayores de 65 años,18,1
General Rodríguez,Buenos Aires,2024,Dengue,Mayores de 65 años,21,1
General Rodríguez,Buenos Aires,2024,Dengue,De 5 a 9 años,15,2
General Rodríguez,Buenos Aires,2024,Dengue,De 5 a 9 años,9,1
General Rodríguez,Buenos Aires,2024,Dengue,De 10 a 14 años,11,6
General Rodríguez,Buenos Aires,2024,Dengue,De 20 a 24 años,11,14
General Rodríguez,Buenos Aires,2024,Dengue,De 25 a 34 años,17,17
General Rodríguez,Buenos Aires,2024,Dengue,De 25 a 34 años,7,2
General San Martín,Buenos Aires,2024,Dengue,De 35 a 44 años,3,2
General San Martín,Buenos Aires,2024,Dengue,De 35 a 44 años,6,12
General San Martín,Buenos Aires,2024,Dengue,De 35 a 44 años,7,36
General San Martín,Buenos Aires,2024,Dengue,Mayores de 65 años,3,1
General San Martín,Buenos Aires,2024,Dengue,De 5 a 9 años,22,1
General San Martín,Buenos Aires,2024,Dengue,De 5 a 9 años,5,1
General San Martín,Buenos Aires,2024,Dengue,De 5 a 9 años,7,7
General San Martín,Buenos Aires,2024,Dengue,De 10 a 14 años,12,56
General San Martín,Buenos Aires,2024,Dengue,De 15 a 19 años,7,17
General San Martín,Buenos Aires,2024,Dengue,De 20 a 24 años,8,35
General San Martín,Buenos Aires,2024,Dengue,De 25 a 34 años,13,108
General San Martín,Buenos Aires,2024,Dengue,De 25 a 34 años,8,67
Hurlingham,Buenos Aires,2024,Dengue,De 35 a 44 años,14,35
Hurlingham,Buenos Aires,2024,Dengue,De 35 a 44 años,15,18
Hurlingham,Buenos Aires,2024,Dengue,De 35 a 44 años,19,1
Hurlingham,Buenos Aires,2024,Dengue,De 45 a 65 años,16,12
Hurlingham,Buenos Aires,2024,Dengue,Mayores de 65 años,9,15
Hurlingham,Buenos Aires,2024,Dengue,Posneonato (29 hasta 365 días),9,1
Hurlingham,Buenos Aires,2024,Dengue,De 2 a 4 años,11,3
Hurlingham,Buenos Aires,2024,Dengue,De 2 a 4 años,8,1
Hurlingham,Buenos Aires,2024,Dengue,De 5 a 9 años,15,1
Hurlingham,Buenos Aires,2024,Dengue,De 5 a 9 años,17,1
Hurlingham,Buenos Aires,2024,Dengue,De 5 a 9 años,19,2
Hurlingham,Buenos Aires,2024,Dengue,De 5 a 9 años,9,6
Hurlingham,Buenos Aires,2024,Dengue,De 10 a 14 años,13,5
Avellaneda,Buenos Aires,2024,Dengue,De 45 a 65 años,10,100
Avellaneda,Buenos Aires,2024,Dengue,De 2 a 4 años,10,4
Avellaneda,Buenos Aires,2024,Dengue,De 5 a 9 años,12,27
Avellaneda,Buenos Aires,2024,Dengue,De 5 a 9 años,8,13
Avellaneda,Buenos Aires,2024,Dengue,De 10 a 14 años,17,8
Avellaneda,Buenos Aires,2024,Dengue,De 10 a 14 años,3,1
Avellaneda,Buenos Aires,2024,Dengue,De 10 a 14 años,5,4
Avellaneda,Buenos Aires,2024,Dengue,De 15 a 19 años,11,68
Avellaneda,Buenos Aires,2024,Dengue,De 15 a 19 años,4,1
Avellaneda,Buenos Aires,2024,Dengue,De 20 a 24 años,14,51
Avellaneda,Buenos Aires,2024,Dengue,De 25 a 34 años,8,39
Ayacucho,Buenos Aires,2024,Dengue,De 35 a 44 años,12,1
Bahía Blanca,Buenos Aires,2024,Dengue,De 35 a 44 años,13,4
Bahía Blanca,Buenos Aires,2024,Dengue,Mayores de 65 años,15,2
Bahía Blanca,Buenos Aires,2024,Dengue,De 20 a 24 años,10,2
Bahía Blanca,Buenos Aires,2024,Dengue,De 20 a 24 años,8,2
Bahía Blanca,Buenos Aires,2024,Dengue,De 25 a 34 años,13,3
Bahía Blanca,Buenos Aires,2024,Dengue,De 25 a 34 años,25,1
Balcarce,Buenos Aires,2024,Dengue,De 20 a 24 años,13,1
Balcarce,Buenos Aires,2024,Dengue,De 25 a 34 años,3,1
Baradero,Buenos Aires,2024,Dengue,De 35 a 44 años,2,1
Arrecifes,Buenos Aires,2024,Dengue,De 15 a 19 años,12,1
Benito Juárez,Buenos Aires,2024,Dengue,De 35 a 44 años,14,1
Berazategui,Buenos Aires,2024,Dengue,De 35 a 44 años,16,6
Berazategui,Buenos Aires,2024,Dengue,De 45 a 65 años,13,35
Berazategui,Buenos Aires,2024,Dengue,Mayores de 65 años,7,3
Berazategui,Buenos Aires,2024,Dengue,De 13 a 24 meses,14,1
Berazategui,Buenos Aires,2024,Dengue,De 5 a 9 años,11,6
Berazategui,Buenos Aires,2024,Dengue,De 5 a 9 años,4,1
Berazategui,Buenos Aires,2024,Dengue,De 10 a 14 años,17,5
Berazategui,Buenos Aires,2024,Dengue,De 10 a 14 años,21,1
Berazategui,Buenos Aires,2024,Dengue,De 15 a 19 años,13,21
Berazategui,Buenos Aires,2024,Dengue,De 20 a 24 años,15,5
Berazategui,Buenos Aires,2024,Dengue,De 20 a 24 años,19,1
Berazategui,Buenos Aires,2024,Dengue,De 20 a 24 años,9,15
Berazategui,Buenos Aires,2024,Dengue,De 25 a 34 años,11,23
Berisso,Buenos Aires,2024,Dengue,De 35 a 44 años,10,10
Berisso,Buenos Aires,2024,Dengue,De 45 a 65 años,13,1
Berisso,Buenos Aires,2024,Dengue,Mayores de 65 años,6,1
Berisso,Buenos Aires,2024,Dengue,De 10 a 14 años,14,1
Berisso,Buenos Aires,2024,Dengue,De 15 a 19 años,13,3
Berisso,Buenos Aires,2024,Dengue,De 20 a 24 años,12,2
Berisso,Buenos Aires,2024,Dengue,De 25 a 34 años,10,7
Berisso,Buenos Aires,2024,Dengue,De 25 a 34 años,8,2
Bolívar,Buenos Aires,2024,Dengue,De 45 a 65 años,12,1
Bragado,Buenos Aires,2024,Dengue,De 45 a 65 años,14,2
Brandsen,Buenos Aires,2024,Dengue,De 20 a 24 años,13,1
Brandsen,Buenos Aires,2024,Dengue,De 20 a 24 años,7,1
Brandsen,Buenos Aires,2024,Dengue,De 25 a 34 años,15,2
Brandsen,Buenos Aires,2024,Dengue,De 25 a 34 años,9,1
Campana,Buenos Aires,2024,Dengue,De 35 a 44 años,16,1
Campana,Buenos Aires,2024,Dengue,De 35 a 44 años,19,1
Campana,Buenos Aires,2024,Dengue,De 5 a 9 años,11,1
Campana,Buenos Aires,2024,Dengue,De 25 a 34 años,8,1
General San Martín,Buenos Aires,2024,Dengue,De 45 a 65 años,19,1
General San Martín,Buenos Aires,2024,Dengue,De 45 a 65 años,20,1
General San Martín,Buenos Aires,2024,Dengue,De 45 a 65 años,6,16
General San Martín,Buenos Aires,2024,Dengue,Mayores de 65 años,9,33
General San Martín,Buenos Aires,2024,Dengue,De 5 a 9 años,15,19
General San Martín,Buenos Aires,2024,Dengue,De 10 a 14 años,10,105
General San Martín,Buenos Aires,2024,Dengue,De 15 a 19 años,16,15
General San Martín,Buenos Aires,2024,Dengue,De 15 a 19 años,20,1
General San Martín,Buenos Aires,2024,Dengue,De 15 a 19 años,6,7
General San Martín,Buenos Aires,2024,Dengue,De 20 a 24 años,6,11
General San Martín,Buenos Aires,2024,Dengue,De 20 a 24 años,7,21
General Villegas,Buenos Aires,2024,Dengue,De 35 a 44 años,16,1
General Villegas,Buenos Aires,2024,Dengue,De 15 a 19 años,12,1
General Villegas,Buenos Aires,2024,Dengue,De 15 a 19 años,14,2
Guaminí,Buenos Aires,2024,Dengue,De 10 a 14 años,6,1
Hipólito Yrigoyen,Buenos Aires,2024,Dengue,De 25 a 34 años,13,1
Hurlingham,Buenos Aires,2024,Dengue,De 35 a 44 años,10,15
Hurlingham,Buenos Aires,2024,Dengue,De 35 a 44 años,11,30
Hurlingham,Buenos Aires,2024,Dengue,De 45 a 65 años,13,73
Hurlingham,Buenos Aires,2024,Dengue,De 45 a 65 años,4,1
Hurlingham,Buenos Aires,2024,Dengue,Mayores de 65 años,15,7
Hurlingham,Buenos Aires,2024,Dengue,De 2 a 4 años,13,2
Hurlingham,Buenos Aires,2024,Dengue,De 10 a 14 años,12,16
Hurlingham,Buenos Aires,2024,Dengue,De 20 a 24 años,10,3
Hurlingham,Buenos Aires,2024,Dengue,De 20 a 24 años,11,15
Hurlingham,Buenos Aires,2024,Dengue,De 20 a 24 años,8,8
Hurlingham,Buenos Aires,2024,Dengue,De 25 a 34 años,7,9
Ituzaingó,Buenos Aires,2024,Dengue,Neonato (hasta 28 días),17,1
Ituzaingó,Buenos Aires,2024,Dengue,De 35 a 44 años,10,20
Ituzaingó,Buenos Aires,2024,Dengue,De 35 a 44 años,8,9
Ituzaingó,Buenos Aires,2024,Dengue,De 45 a 65 años,21,1
Ituzaingó,Buenos Aires,2024,Dengue,De 45 a 65 años,6,5
Ituzaingó,Buenos Aires,2024,Dengue,De 15 a 19 años,16,8
Ituzaingó,Buenos Aires,2024,Dengue,De 15 a 19 años,5,1
Ituzaingó,Buenos Aires,2024,Dengue,De 20 a 24 años,10,10
Ituzaingó,Buenos Aires,2024,Dengue,De 25 a 34 años,16,8
Ituzaingó,Buenos Aires,2024,Dengue,De 25 a 34 años,2,1
Ituzaingó,Buenos Aires,2024,Dengue,De 25 a 34 años,6,1
Ituzaingó,Buenos Aires,2024,Dengue,De 25 a 34 años,7,5
José C. Paz,Buenos Aires,2024,Dengue,De 35 a 44 años,16,58
José C. Paz,Buenos Aires,2024,Dengue,De 35 a 44 años,20,2
José C. Paz,Buenos Aires,2024,Dengue,De 35 a 44 años,3,3
José C. Paz,Buenos Aires,2024,Dengue,De 35 a 44 años,5,5
José C. Paz,Buenos Aires,2024,Dengue,De 45 a 65 años,13,174
José C. Paz,Buenos Aires,2024,Dengue,Mayores de 65 años,13,55
José C. Paz,Buenos Aires,2024,Dengue,Posneonato (29 hasta 365 días),11,1
José C. Paz,Buenos Aires,2024,Dengue,De 2 a 4 años,10,8
José C. Paz,Buenos Aires,2024,Dengue,De 2 a 4 años,11,7
José C. Paz,Buenos Aires,2024,Dengue,De 2 a 4 años,12,24
José C. Paz,Buenos Aires,2024,Dengue,De 2 a 4 años,8,3
José C. Paz,Buenos Aires,2024,Dengue,De 5 a 9 años,11,53
José C. Paz,Buenos Aires,2024,Dengue,De 10 a 14 años,17,26
Avellaneda,Buenos Aires,2024,Dengue,Mayores de 65 años,15,9
Avellaneda,Buenos Aires,2024,Dengue,De 5 a 9 años,16,1
Avellaneda,Buenos Aires,2024,Dengue,De 5 a 9 años,17,9
Avellaneda,Buenos Aires,2024,Dengue,De 10 a 14 años,10,44
Avellaneda,Buenos Aires,2024,Dengue,De 15 a 19 años,15,18
Avellaneda,Buenos Aires,2024,Dengue,De 15 a 19 años,2,1
Avellaneda,Buenos Aires,2024,Dengue,De 15 a 19 años,20,7
Avellaneda,Buenos Aires,2024,Dengue,De 15 a 19 años,9,52
Azul,Buenos Aires,2024,Dengue,De 25 a 34 años,6,1
Bahía Blanca,Buenos Aires,2024,Dengue,De 35 a 44 años,16,1
Bahía Blanca,Buenos Aires,2024,Dengue,De 35 a 44 años,7,1
Bahía Blanca,Buenos Aires,2024,Dengue,De 45 a 65 años,10,4
Bahía Blanca,Buenos Aires,2024,Dengue,De 45 a 65 años,8,1
Bahía Blanca,Buenos Aires,2024,Dengue,De 5 a 9 años,11,1
Bahía Blanca,Buenos Aires,2024,Dengue,De 15 a 19 años,8,2
Bahía Blanca,Buenos Aires,2024,Dengue,De 25 a 34 años,14,3
Baradero,Buenos Aires,2024,Dengue,De 15 a 19 años,14,1
Benito Juárez,Buenos Aires,2024,Dengue,De 25 a 34 años,15,1
Berazategui,Buenos Aires,2024,Dengue,De 45 a 65 años,15,23
Berazategui,Buenos Aires,2024,Dengue,De 45 a 65 años,9,44
Berazategui,Buenos Aires,2024,Dengue,Mayores de 65 años,14,9
Berazategui,Buenos Aires,2024,Dengue,Mayores de 65 años,9,10
Berazategui,Buenos Aires,2024,Dengue,Posneonato (29 hasta 365 días),9,1
Berazategui,Buenos Aires,2024,Dengue,De 13 a 24 meses,7,1
Berazategui,Buenos Aires,2024,Dengue,De 5 a 9 años,20,1
Berazategui,Buenos Aires,2024,Dengue,De 15 a 19 años,15,8
Berazategui,Buenos Aires,2024,Dengue,De 20 a 24 años,4,1
Berisso,Buenos Aires,2024,Dengue,De 45 a 65 años,14,3
Berisso,Buenos Aires,2024,Dengue,De 45 a 65 años,15,2
Berisso,Buenos Aires,2024,Dengue,De 10 a 14 años,13,1
Berisso,Buenos Aires,2024,Dengue,De 25 a 34 años,14,3
Berisso,Buenos Aires,2024,Dengue,De 25 a 34 años,15,2
Berisso,Buenos Aires,2024,Dengue,De 25 a 34 años,16,1
Brandsen,Buenos Aires,2024,Dengue,De 45 a 65 años,10,1
Brandsen,Buenos Aires,2024,Dengue,De 10 a 14 años,15,1
Campana,Buenos Aires,2024,Dengue,De 35 a 44 años,8,1
Campana,Buenos Aires,2024,Dengue,De 45 a 65 años,17,1
Campana,Buenos Aires,2024,Dengue,De 5 a 9 años,7,1
Campana,Buenos Aires,2024,Dengue,De 25 a 34 años,17,1
Campana,Buenos Aires,2024,Dengue,De 25 a 34 años,6,1
Cañuelas,Buenos Aires,2024,Dengue,De 35 a 44 años,2,1
Cañuelas,Buenos Aires,2024,Dengue,De 35 a 44 años,9,2
Cañuelas,Buenos Aires,2024,Dengue,Mayores de 65 años,13,1
Cañuelas,Buenos Aires,2024,Dengue,De 20 a 24 años,19,1
Cañuelas,Buenos Aires,2024,Dengue,De 25 a 34 años,8,2
Carlos Casares,Buenos Aires,2024,Dengue,De 35 a 44 años,13,1
Castelli,Buenos Aires,2024,Dengue,De 35 a 44 años,3,1
Colón,Buenos Aires,2024,Dengue,De 35 a 44 años,7,1
Colón,Buenos Aires,2024,Dengue,De 45 a 65 años,10,8
Colón,Buenos Aires,2024,Dengue,De 45 a 65 años,11,9
Colón,Buenos Aires,2024,Dengue,De 45 a 65 años,12,8
Colón,Buenos Aires,2024,Dengue,Mayores de 65 años,11,1
Colón,Buenos Aires,2024,Dengue,De 15 a 19 años,10,4
Colón,Buenos Aires,2024,Dengue,De 25 a 34 años,12,7
Esteban Echeverría,Buenos Aires,2024,Dengue,De 15 a 19 años,10,9
Esteban Echeverría,Buenos Aires,2024,Dengue,De 20 a 24 años,14,14
Esteban Echeverría,Buenos Aires,2024,Dengue,De 25 a 34 años,11,35
Exaltación de la Cruz,Buenos Aires,2024,Dengue,De 10 a 14 años,16,1
Exaltación de la Cruz,Buenos Aires,2024,Dengue,De 20 a 24 años,9,1
Ezeiza,Buenos Aires,2024,Dengue,De 35 a 44 años,8,15
Ezeiza,Buenos Aires,2024,Dengue,De 45 a 65 años,20,1
Ezeiza,Buenos Aires,2024,Dengue,De 45 a 65 años,7,13
Ezeiza,Buenos Aires,2024,Dengue,De 15 a 19 años,15,7
Ezeiza,Buenos Aires,2024,Dengue,De 15 a 19 años,16,5
Ezeiza,Buenos Aires,2024,Dengue,De 15 a 19 años,9,7
Ezeiza,Buenos Aires,2024,Dengue,De 20 a 24 años,13,3
Ezeiza,Buenos Aires,2024,Dengue,De 25 a 34 años,17,4
Ezeiza,Buenos Aires,2024,Dengue,De 25 a 34 años,3,3
Florencio Varela,Buenos Aires,2024,Dengue,De 35 a 44 años,3,2
Florencio Varela,Buenos Aires,2024,Dengue,De 35 a 44 años,5,6
Florencio Varela,Buenos Aires,2024,Dengue,De 35 a 44 años,7,28
Florencio Varela,Buenos Aires,2024,Dengue,De 45 a 65 años,11,133
Florencio Varela,Buenos Aires,2024,Dengue,De 45 a 65 años,4,6
Florencio Varela,Buenos Aires,2024,Dengue,Posneonato (29 hasta 365 días),11,3
Florencio Varela,Buenos Aires,2024,Dengue,Posneonato (29 hasta 365 días),12,1
Florencio Varela,Buenos Aires,2024,Dengue,De 5 a 9 años,4,1
Florencio Varela,Buenos Aires,2024,Dengue,De 5 a 9 años,8,17
Florencio Varela,Buenos Aires,2024,Dengue,De 10 a 14 años,2,4
Florencio Varela,Buenos Aires,2024,Dengue,De 10 a 14 años,5,4
Florencio Varela,Buenos Aires,2024,Dengue,De 15 a 19 años,10,57
Florencio Varela,Buenos Aires,2024,Dengue,De 15 a 19 años,11,74
Florencio Varela,Buenos Aires,2024,Dengue,De 15 a 19 años,8,50
Florencio Varela,Buenos Aires,2024,Dengue,De 20 a 24 años,3,1
Florencio Varela,Buenos Aires,2024,Dengue,De 25 a 34 años,1,1
Florentino Ameghino,Buenos Aires,2024,Dengue,De 35 a 44 años,14,1
Florentino Ameghino,Buenos Aires,2024,Dengue,De 45 a 65 años,13,1
General Alvear,Buenos Aires,2024,Dengue,De 45 a 65 años,14,1
General Pueyrredón,Buenos Aires,2024,Dengue,De 45 a 65 años,9,2
General Pueyrredón,Buenos Aires,2024,Dengue,Mayores de 65 años,13,1
General Pueyrredón,Buenos Aires,2024,Dengue,De 5 a 9 años,1,1
General Pueyrredón,Buenos Aires,2024,Dengue,De 25 a 34 años,14,8
General Rodríguez,Buenos Aires,2024,Dengue,De 35 a 44 años,12,29
General Rodríguez,Buenos Aires,2024,Dengue,De 35 a 44 años,9,8
General Rodríguez,Buenos Aires,2024,Dengue,De 45 a 65 años,7,3
General Rodríguez,Buenos Aires,2024,Dengue,De 15 a 19 años,13,18
General Rodríguez,Buenos Aires,2024,Dengue,De 20 a 24 años,12,12
General Rodríguez,Buenos Aires,2024,Dengue,De 20 a 24 años,14,24
General Rodríguez,Buenos Aires,2024,Dengue,De 20 a 24 años,9,6
General San Martín,Buenos Aires,2024,Dengue,De 35 a 44 años,15,40
General San Martín,Buenos Aires,2024,Dengue,De 35 a 44 años,18,8
General San Martín,Buenos Aires,2024,Dengue,De 35 a 44 años,19,1
General San Martín,Buenos Aires,2024,Dengue,De 35 a 44 años,20,1
General San Martín,Buenos Aires,2024,Dengue,De 35 a 44 años,9,60
General San Martín,Buenos Aires,2024,Dengue,De 45 a 65 años,10,114
General San Martín,Buenos Aires,2024,Dengue,De 45 a 65 años,4,8
Chacabuco,Buenos Aires,2024,Dengue,De 15 a 19 años,12,1
Chacabuco,Buenos Aires,2024,Dengue,De 25 a 34 años,15,1
Chivilcoy,Buenos Aires,2024,Dengue,De 35 a 44 años,8,1
Chivilcoy,Buenos Aires,2024,Dengue,Mayores de 65 años,17,1
Chivilcoy,Buenos Aires,2024,Dengue,De 20 a 24 años,10,1
Ensenada,Buenos Aires,2024,Dengue,De 35 a 44 años,9,1
Ensenada,Buenos Aires,2024,Dengue,Mayores de 65 años,16,2
Ensenada,Buenos Aires,2024,Dengue,De 20 a 24 años,12,1
Ensenada,Buenos Aires,2024,Dengue,De 20 a 24 años,14,3
Ensenada,Buenos Aires,2024,Dengue,De 25 a 34 años,10,1
Escobar,Buenos Aires,2024,Dengue,De 45 a 65 años,14,40
Escobar,Buenos Aires,2024,Dengue,De 45 a 65 años,18,4
Escobar,Buenos Aires,2024,Dengue,De 45 a 65 años,9,12
Escobar,Buenos Aires,2024,Dengue,Mayores de 65 años,13,7
Escobar,Buenos Aires,2024,Dengue,De 2 a 4 años,12,4
Escobar,Buenos Aires,2024,Dengue,De 2 a 4 años,14,2
Escobar,Buenos Aires,2024,Dengue,De 5 a 9 años,12,24
Escobar,Buenos Aires,2024,Dengue,De 15 a 19 años,11,8
Escobar,Buenos Aires,2024,Dengue,De 25 a 34 años,18,7
Esteban Echeverría,Buenos Aires,2024,Dengue,De 35 a 44 años,17,15
Esteban Echeverría,Buenos Aires,2024,Dengue,De 35 a 44 años,19,1
Esteban Echeverría,Buenos Aires,2024,Dengue,De 35 a 44 años,5,5
Esteban Echeverría,Buenos Aires,2024,Dengue,Mayores de 65 años,7,7
Esteban Echeverría,Buenos Aires,2024,Dengue,Posneonato (29 hasta 365 días),10,1
Esteban Echeverría,Buenos Aires,2024,Dengue,De 13 a 24 meses,14,1
Esteban Echeverría,Buenos Aires,2024,Dengue,De 10 a 14 años,2,1
Esteban Echeverría,Buenos Aires,2024,Dengue,De 15 a 19 años,8,9
Esteban Echeverría,Buenos Aires,2024,Dengue,De 20 a 24 años,18,5
Esteban Echeverría,Buenos Aires,2024,Dengue,De 20 a 24 años,19,1
Esteban Echeverría,Buenos Aires,2024,Dengue,De 20 a 24 años,9,8
Esteban Echeverría,Buenos Aires,2024,Dengue,De 25 a 34 años,10,33
Esteban Echeverría,Buenos Aires,2024,Dengue,De 25 a 34 años,8,28
Exaltación de la Cruz,Buenos Aires,2024,Dengue,De 35 a 44 años,17,1
Exaltación de la Cruz,Buenos Aires,2024,Dengue,De 35 a 44 años,7,1
Exaltación de la Cruz,Buenos Aires,2024,Dengue,De 45 a 65 años,12,5
Exaltación de la Cruz,Buenos Aires,2024,Dengue,De 20 a 24 años,15,1
Exaltación de la Cruz,Buenos Aires,2024,Dengue,De 20 a 24 años,16,1
Exaltación de la Cruz,Buenos Aires,2024,Dengue,De 20 a 24 años,17,1
Exaltación de la Cruz,Buenos Aires,2024,Dengue,De 25 a 34 años,10,1
Ezeiza,Buenos Aires,2024,Dengue,De 35 a 44 años,11,8
Ezeiza,Buenos Aires,2024,Dengue,De 45 a 65 años,14,6
Ezeiza,Buenos Aires,2024,Dengue,De 45 a 65 años,15,13
Ezeiza,Buenos Aires,2024,Dengue,De 45 a 65 años,16,3
Ezeiza,Buenos Aires,2024,Dengue,De 45 a 65 años,6,5
Ezeiza,Buenos Aires,2024,Dengue,Mayores de 65 años,12,1
Ezeiza,Buenos Aires,2024,Dengue,Mayores de 65 años,14,2
Ezeiza,Buenos Aires,2024,Dengue,De 2 a 4 años,21,1
Ezeiza,Buenos Aires,2024,Dengue,De 5 a 9 años,17,1
Ezeiza,Buenos Aires,2024,Dengue,De 10 a 14 años,10,6
Ezeiza,Buenos Aires,2024,Dengue,De 10 a 14 años,8,9
Ezeiza,Buenos Aires,2024,Dengue,De 25 a 34 años,2,1
Avellaneda,Buenos Aires,2024,Dengue,De 13 a 24 meses,12,1
Avellaneda,Buenos Aires,2024,Dengue,De 13 a 24 meses,9,1
Avellaneda,Buenos Aires,2024,Dengue,De 2 a 4 años,12,8
Avellaneda,Buenos Aires,2024,Dengue,De 5 a 9 años,10,25
Avellaneda,Buenos Aires,2024,Dengue,De 5 a 9 años,11,18
Avellaneda,Buenos Aires,2024,Dengue,De 10 a 14 años,16,15
Avellaneda,Buenos Aires,2024,Dengue,De 10 a 14 años,6,3
Avellaneda,Buenos Aires,2024,Dengue,De 10 a 14 años,7,10
Avellaneda,Buenos Aires,2024,Dengue,De 20 a 24 años,15,24
Avellaneda,Buenos Aires,2024,Dengue,De 20 a 24 años,16,13
Avellaneda,Buenos Aires,2024,Dengue,De 20 a 24 años,18,13
